Iteration,xn,fxn,dfxn,Error
284,5.29424670720496e-09,1.48392696121736e-25,1.16723611567517e-14,0.0024178985034061
285,5.28153353853849e-09,1.4732624705755e-25,1.16681438511177e-14,0.00240709797139483
286,5.26890717320247e-09,1.46272148972014e-25,1.16639563003602e-14,0.00239639168445515
287,5.25636664705462e-09,1.45230205799962e-25,1.16597981651012e-14,0.00238577842641063
288,5.24391101070967e-09,1.44200225416004e-25,1.16556691112776e-14,0.00237525700178879
289,5.23153932925241e-09,1.43182019538969e-25,1.16515688100363e-14,0.00236482623538506
290,5.21925068195749e-09,1.42175403639069e-25,1.16474969376306e-14,0.00235448497183621
291,5.20704416201588e-09,1.4118019684767e-25,1.16434531753203e-14,0.00234423207520627
292,5.19491887626758e-09,1.4019622186961e-25,1.16394372092733e-14,0.00233406642858074
293,5.18287394494067e-09,1.39223304897971e-25,1.16354487304696e-14,0.00232398693367232
294,5.17090850139629e-09,1.38261275531227e-25,1.16314874346083e-14,0.00231399251043597
295,5.15902169187958e-09,1.37309966692694e-25,1.16275530220157e-14,0.00230408209669343
296,5.14721267527628e-09,1.36369214552208e-25,1.16236451975565e-14,0.00229425464776675
297,5.13548062287495e-09,1.35438858449961e-25,1.16197636705463e-14,0.00228450913612102
298,5.12382471813454e-09,1.34518740822429e-25,1.16159081546669e-14,0.00227484455101607
299,5.11224415645729e-09,1.33608707130319e-25,1.16120783678829e-14,0.00226525989816541
300,5.10073814496671e-09,1.32708605788482e-25,1.16082740323606e-14,0.00225575419940525
301,5.08930590229062e-09,1.31818288097726e-25,1.16044948743885e-14,0.00224632649236968
302,5.07794665834898e-09,1.30937608178464e-25,1.16007406242998e-14,0.00223697583017464
303,5.06665965414649e-09,1.30066422906157e-25,1.15970110163968e-14,0.00222770128110991
304,5.05544414156982e-09,1.29204591848473e-25,1.15933057888765e-14,0.00221850192833616
305,5.04429938318931e-09,1.28351977204138e-25,1.15896246837585e-14,0.00220937686959218
306,5.03322465206501e-09,1.27508443743394e-25,1.1585967446814e-14,0.00220032521690701
307,5.02221923155708e-09,1.26673858750052e-25,1.15823338274966e-14,0.00219134609631918
308,5.01128241514022e-09,1.25848091965059e-25,1.15787235788749e-14,0.00218243864760274
309,5.00041350622226e-09,1.25031015531551e-25,1.15751364575663e-14,0.00217360202400024
310,4.98961181796658e-09,1.2422250394135e-25,1.1571572223672e-14,0.00216483539196021
311,4.97887667311849e-09,1.23422433982843e-25,1.15680306407139e-14,0.00215613793088279
312,4.96820740383522e-09,1.22630684690229e-25,1.15645114755731e-14,0.00214750883286986
313,4.95760335151971e-09,1.21847137294064e-25,1.15610144984289e-14,0.00213894730248118
314,4.94706386665784e-09,1.21071675173093e-25,1.15575394826997e-14,0.00213045255649627
315,4.93658830865916e-09,1.20304183807305e-25,1.15540862049853e-14,0.00212202382368174
316,4.92617604570102e-09,1.19544550732206e-25,1.155065444501e-14,0.00211366034456372
317,4.91582645457601e-09,1.18792665494235e-25,1.15472439855673e-14,0.00210536137120595
318,4.90553892054254e-09,1.18048419607331e-25,1.15438546124656e-14,0.00209712616699132
319,4.89531283717868e-09,1.17311706510587e-25,1.15404861144751e-14,0.00208895400641075
320,4.88514760623894e-09,1.16582421526974e-25,1.15371382832759e-14,0.00208084417485463
321,4.87504263751407e-09,1.15860461823099e-25,1.1533810913407e-14,0.00207279596841037
322,4.86499734869384e-09,1.1514572636997e-25,1.15305038022165e-14,0.00206480869366303
323,4.85501116523255e-09,1.14438115904743e-25,1.15272167498134e-14,0.00205688166750196
324,4.84508352021741e-09,1.13737532893406e-25,1.15239495590189e-14,0.00204901421693057
325,4.83521385423954e-09,1.13043881494401e-25,1.15207020353206e-14,0.00204120567888056
326,4.82540161526765e-09,1.12357067523129e-25,1.15174739868262e-14,0.00203345540003034
327,4.81564625852436e-09,1.11676998417336e-25,1.1514265224219e-14,0.00202576273662716
328,4.80594724636486e-09,1.11003583203338e-25,1.1511075560714e-14,0.00201812705431374
329,4.79630404815824e-09,1.10336732463075e-25,1.15079048120146e-14,0.00201054772795786
330,4.78671614017104e-09,1.0967635830196e-25,1.1504752796271e-14,0.00200302414148576
331,4.77718300545323e-09,1.0902237431751e-25,1.15016193340387e-14,0.00199555568771983
332,4.76770413372646e-09,1.08374695568731e-25,1.14985042482382e-14,0.00198814176821887
333,4.75827902127452e-09,1.07733238546236e-25,1.14954073641153e-14,0.00198078179312261
334,4.74890717083601e-09,1.07097921143084e-25,1.14923285092025e-14,0.00197347518099846
335,4.7395880914991e-09,1.06468662626314e-25,1.1489267513281e-14,0.00196622135869235
336,4.7303212985984e-09,1.05845383609143e-25,1.14862242083434e-14,0.00195901976118323
337,4.72110631361385e-09,1.05228006023844e-25,1.14831984285575e-14,0.00195186983143855
338,4.71194266407156e-09,1.04616453095245e-25,1.148019001023e-14,0.00194477102027577
339,4.70282988344667e-09,1.04010649314862e-25,1.14771987917719e-14,0.00193772278622344
340,4.69376751106802e-09,1.03410520415631e-25,1.14742246136643e-14,0.00193072459538817
341,4.68475509202469e-09,1.0281599334724e-25,1.14712673184242e-14,0.00192377592132245
342,4.67579217707438e-09,1.02226996252023e-25,1.14683267505719e-14,0.001916876244896
343,4.66687832255355e-09,1.01643458441424e-25,1.14654027565986e-14,0.00191002505416943
344,4.65801309028921e-09,1.01065310372996e-25,1.14624951849347e-14,0.0019032218442707
345,4.64919604751253e-09,1.00492483627937e-25,1.14596038859184e-14,0.00189646611727469
346,4.64042676677401e-09,9.99249108891386e-26,1.14567287117656e-14,0.00188975738208314
347,4.63170482586023e-09,9.93625259197343e-26,1.14538695165398e-14,0.00188309515431022
348,4.62302980771233e-09,9.88052635421418e-26,1.14510261561227e-14,0.0018764789561674
349,4.61440130034582e-09,9.82530596175786e-26,1.14481984881856e-14,0.00186990831635245
350,4.60581889677211e-09,9.7705851026042e-26,1.14453863721612e-14,0.00186338276994073
351,4.59728219492134e-09,9.71635756467409e-26,1.14425896692156e-14,0.00185690185827705
352,4.58879079756676e-09,9.66261723389686e-26,1.14398082422215e-14,0.00185046512887103
353,4.58034431225048e-09,9.60935809234033e-26,1.14370419557314e-14,0.00184407213529511
354,4.57194235121061e-09,9.55657421638272e-26,1.14342906759516e-14,0.00183772243708287
355,4.56358453130974e-09,9.50425977492527e-26,1.14315542707161e-14,0.00183141559963042
356,4.55527047396473e-09,9.45240902764451e-26,1.14288326094623e-14,0.00182515119409956
357,4.54699980507785e-09,9.40101632328321e-26,1.14261255632055e-14,0.00181892879732347
358,4.53877215496909e-09,9.35007609797902e-26,1.14234330045149e-14,0.00181274799171267
359,4.53058715830978e-09,9.29958287362988e-26,1.14207548074901e-14,0.00180660836516441
360,4.5224444540574e-09,9.24953125629521e-26,1.14180908477373e-14,0.00180050951097283
361,4.51434368539157e-09,9.19991593463201e-26,1.1415441002347e-14,0.00179445102774166
362,4.50628449965119e-09,9.15073167836499e-26,1.14128051498707e-14,0.00178843251929798
363,4.49826654827272e-09,9.10197333678998e-26,1.14101831702997e-14,0.00178245359460791
364,4.49028948672958e-09,9.05363583730961e-26,1.14075749450428e-14,0.00177651386769333
365,4.48235297447266e-09,9.00571418400059e-26,1.14049803569051e-14,0.00177061295755196
366,4.4744566748718e-09,8.95820345621181e-26,1.14023992900675e-14,0.00176475048807633
367,4.46660025515844e-09,8.91109880719243e-26,1.13998316300657e-14,0.00175892608797685
368,4.45878338636918e-09,8.86439546274927e-26,1.13972772637704e-14,0.00175313939070481
369,4.4510057432904e-09,8.81808871993279e-26,1.13947360793675e-14,0.00174739003437669
370,4.44326700440385e-09,8.772173945751e-26,1.13922079663384e-14,0.00174167766170156
371,4.43556685183319e-09,8.72664657591042e-26,1.13896928154412e-14,0.00173600191990779
372,4.42790497129144e-09,8.68150211358379e-26,1.13871905186918e-14,0.00173036246067233
373,4.42028105202942e-09,8.63673612820353e-26,1.13847009693456e-14,0.00172475894005151
374,4.41269478678498e-09,8.59234425428053e-26,1.13822240618795e-14,0.00171919101841227
375,4.40514587173326e-09,8.54832219024761e-26,1.13797596919737e-14,0.0017136583603649
376,4.39763400643765e-09,8.50466569732713e-26,1.1377307756495e-14,0.00170816063469796
377,4.39015889380174e-09,8.46137059842196e-26,1.1374868153479e-14,0.00170269751431289
378,4.38272024002197e-09,8.41843277702955e-26,1.13724407821135e-14,0.00169726867616096
379,4.37531775454122e-09,8.37584817617831e-26,1.1370025542722e-14,0.00169187380118109
380,4.36795115000308e-09,8.33361279738594e-26,1.13676223367474e-14,0.00168651257423861
381,4.36062014220698e-09,8.29172269963905e-26,1.1365231066736e-14,0.00168118468406502
382,4.35332445006403e-09,8.25017399839368e-26,1.13628516363218e-14,0.00167588982319983
383,4.34606379555366e-09,8.20896286459619e-26,1.13604839502112e-14,0.00167062768793207
384,4.33883790368094e-09,8.16808552372402e-26,1.13581279141675e-14,0.0016653979782436
385,4.33164650243467e-09,8.12753825484595e-26,1.13557834349966e-14,0.00166020039775366
386,4.32448932274613e-09,8.08731738970124e-26,1.13534504205315e-14,0.00165503465366377
387,4.31736609844854e-09,8.04741931179738e-26,1.13511287796187e-14,0.00164990045670436
388,4.31027656623721e-09,8.00784045552597e-26,1.13488184221035e-14,0.00164479752108139
389,4.30322046563036e-09,7.96857730529624e-26,1.13465192588166e-14,0.00163972556442527
390,4.29619753893052e-09,7.92962639468589e-26,1.13442312015597e-14,0.0016346843077391
391,4.28920753118668e-09,7.89098430560885e-26,1.13419541630928e-14,0.0016296734753494
392,4.28225019015696e-09,7.8526476674995e-26,1.13396880571204e-14,0.00162469279485634
393,4.27532526627198e-09,7.81461315651312e-26,1.13374327982789e-14,0.00161974199708547
394,4.26843251259877e-09,7.77687749474194e-26,1.13351883021235e-14,0.00161482081604139
395,4.2615716848053e-09,7.73943744944684e-26,1.13329544851158e-14,0.00160992898885919
396,4.25474254112559e-09,7.70228983230387e-26,1.13307312646115e-14,0.00160506625576056
397,4.24794484232537e-09,7.66543149866573e-26,1.13285185588479e-14,0.00160023236000798
398,4.24117835166832e-09,7.62885934683743e-26,1.13263162869325e-14,0.00159542704785984
399,4.23444283488283e-09,7.59257031736622e-26,1.13241243688305e-14,0.00159065006852885
400,4.22773806012933e-09,7.55656139234517e-26,1.1321942725354e-14,0.00158590117413703
401,4.2210637979681e-09,7.52082959473022e-26,1.131977127815e-14,0.00158118011967593
402,4.21441982132765e-09,7.48537198767042e-26,1.13176099496895e-14,0.00157648666296371
403,4.20780590547355e-09,7.45018567385103e-26,1.13154586632565e-14,0.00157182056460607
404,4.20122182797783e-09,7.41526779484923e-26,1.1313317342937e-14,0.00156718158795493
405,4.19466736868877e-09,7.38061553050204e-26,1.13111859136085e-14,0.00156256949907053
406,4.18814230970126e-09,7.34622609828643e-26,1.13090643009293e-14,0.00155798406668241
407,4.18164643532756e-09,7.31209675271111e-26,1.13069524313285e-14,0.00155342506215149
408,4.1751795320686e-09,7.27822478471983e-26,1.13048502319956e-14,0.00154889225943305
409,4.16874138858562e-09,7.24460752110603e-26,1.13027576308704e-14,0.00154438543504015
410,4.16233179567236e-09,7.21124232393844e-26,1.13006745566335e-14,0.00153990436800795
411,4.15595054622765e-09,7.17812658999752e-26,1.12986009386964e-14,0.00153544883985772
412,4.14959743522838e-09,7.14525775022243e-26,1.12965367071919e-14,0.00153101863456268
413,4.14327225970297e-09,7.11263326916835e-26,1.1294481792965e-14,0.00152661353851357
414,4.1369748187052e-09,7.08025064447387e-26,1.12924361275634e-14,0.00152223334048462
415,4.13070491328843e-09,7.04810740633833e-26,1.12903996432285e-14,0.00151787783160203
416,4.12446234648029e-09,7.01620111700882e-26,1.12883722728867e-14,0.00151354680530927
417,4.11824692325771e-09,6.9845293702766e-26,1.12863539501401e-14,0.00150924005733703
418,4.11205845052228e-09,6.95308979098293e-26,1.12843446092582e-14,0.00150495738567046
419,4.10589673707614e-09,6.92188003453382e-26,1.12823441851694e-14,0.00150069859051912
420,4.09976159359804e-09,6.8908977864238e-26,1.12803526134524e-14,0.00149646347428632
421,4.09365283261994e-09,6.86014076176833e-26,1.1278369830328e-14,0.00149225184153869
422,4.08757026850387e-09,6.82960670484471e-26,1.1276395772651e-14,0.00148806349897771
423,4.08151371741916e-09,6.79929338864143e-26,1.12744303779022e-14,0.00148389825540954
424,4.07548299732002e-09,6.76919861441558e-26,1.12724735841803e-14,0.00147975592171766
425,4.06947792792344e-09,6.7393202112583e-26,1.12705253301946e-14,0.00147563631083444
426,4.06349833068745e-09,6.70965603566808e-26,1.12685855552567e-14,0.00147153923771341
427,4.05754402878969e-09,6.68020397113174e-26,1.12666541992736e-14,0.00146746451930223
428,4.05161484710631e-09,6.65096192771287e-26,1.12647312027398e-14,0.00146341197451562
429,4.04571061219115e-09,6.62192784164766e-26,1.12628165067301e-14,0.00145938142421013
430,4.03983115225527e-09,6.59309967494799e-26,1.12609100528928e-14,0.00145537269115736
431,4.03397629714678e-09,6.56447541501147e-26,1.12590117834419e-14,0.00145138560001851
432,4.02814587833092e-09,6.53605307423849e-26,1.12571216411506e-14,0.00144741997731989
433,4.02233972887052e-09,6.50783068965602e-26,1.12552395693445e-14,0.00144347565142812
434,4.01655768340667e-09,6.47980632254803e-26,1.12533655118944e-14,0.00143955245252533
435,4.01079957813967e-09,6.45197805809244e-26,1.12514994132099e-14,0.00143565021258631
436,4.00506525081036e-09,6.42434400500443e-26,1.12496412182329e-14,0.00143176876535366
437,3.99935454068158e-09,6.39690229518597e-26,1.12477908724307e-14,0.00142790794631622
438,3.99366728852003e-09,6.36965108338156e-26,1.12459483217902e-14,0.0014240675926848
439,3.9880033365783e-09,6.34258854683985e-26,1.12441135128112e-14,0.00142024754337128
440,3.9823625285772e-09,6.31571288498121e-26,1.12422863925002e-14,0.00141644763896486
441,3.97674470968833e-09,6.28902231907104e-26,1.12404669083646e-14,0.00141266772171169
442,3.97114972651696e-09,6.26251509189874e-26,1.12386550084063e-14,0.00140890763549313
443,3.96557742708503e-09,6.23618946746221e-26,1.12368506411161e-14,0.00140516722580427
444,3.96002766081453e-09,6.21004373065773e-26,1.12350537554676e-14,0.00140144633973348
445,3.95450027851106e-09,6.18407618697524e-26,1.12332643009115e-14,0.00139774482594243
446,3.94899513234756e-09,6.15828516219878e-26,1.12314822273702e-14,0.00139406253464479
447,3.9435120758484e-09,6.13266900211202e-26,1.12297074852316e-14,0.00139039931758823
448,3.93805096387359e-09,6.10722607220889e-26,1.12279400253443e-14,0.00138675502803307
449,3.9326116526033e-09,6.081954757409e-26,1.12261797990116e-14,0.00138312952073415
450,3.92719399952246e-09,6.05685346177801e-26,1.12244267579864e-14,0.00137952265192174
451,3.92179786340579e-09,6.03192060825261e-26,1.1222680854466e-14,0.00137593427928277
452,3.91642310430279e-09,6.00715463837019e-26,1.12209420410866e-14,0.001372364261943
453,3.91106958352319e-09,5.98255401200307e-26,1.12192102709184e-14,0.00136881246044783
454,3.90573716362238e-09,5.95811720709713e-26,1.12174854974606e-14,0.00136527873674583
455,3.9004257083872e-09,5.93384271941485e-26,1.12157676746361e-14,0.00136176295416998
456,3.89513508282188e-09,5.90972906228264e-26,1.12140567567869e-14,0.00135826497742152
457,3.88986515313412e-09,5.88577476634234e-26,1.12123526986689e-14,0.00135478467255221
458,3.88461578672145e-09,5.8619783793069e-26,1.12106554554478e-14,0.00135132190694781
459,3.87938685215772e-09,5.83833846572e-26,1.12089649826934e-14,0.00134787654931162
460,3.8741782191798e-09,5.81485360671981e-26,1.12072812363758e-14,0.00134444846964787
461,3.86898975867445e-09,5.79152239980645e-26,1.12056041728605e-14,0.00134103753924638
462,3.86382134266541e-09,5.76834345861343e-26,1.12039337489037e-14,0.00133764363066591
463,3.85867284430055e-09,5.74531541268273e-26,1.12022699216482e-14,0.0013342666177197
464,3.85354413783939e-09,5.72243690724363e-26,1.12006126486186e-14,0.00133090637545847
465,3.84843509864059e-09,5.69970660299508e-26,1.11989618877175e-14,0.00132756278015728
466,3.84334560314972e-09,5.67712317589172e-26,1.11973175972207e-14,0.00132423570929927
467,3.8382755288872e-09,5.65468531693321e-26,1.11956797357731e-14,0.00132092504156133
468,3.83322475443635e-09,5.63239173195716e-26,1.1194048262385e-14,0.00131763065679969
469,3.82819315943163e-09,5.61024114143522e-26,1.11924231364272e-14,0.00131435243603636
470,3.82318062454705e-09,5.58823228027265e-26,1.11908043176279e-14,0.00131109026144338
471,3.81818703148469e-09,5.56636389761091e-26,1.11891917660676e-14,0.00130784401633093
472,3.81321226296344e-09,5.5446347566336e-26,1.11875854421763e-14,0.00130461358513198
473,3.80825620270782e-09,5.52304363437536e-26,1.11859853067287e-14,0.00130139885339042
474,3.803318735437e-09,5.50158932153395e-26,1.11843913208411e-14,0.00129819970774656
475,3.79839974685398e-09,5.48027062228518e-26,1.11828034459669e-14,0.00129501603592483
476,3.79349912363479e-09,5.45908635410093e-26,1.11812216438935e-14,0.00129184772672
477,3.78861675341805e-09,5.43803534756993e-26,1.11796458767383e-14,0.00128869466998579
478,3.78375252479441e-09,5.41711644622145e-26,1.1178076106945e-14,0.00128555675662115
479,3.77890632729639e-09,5.39632850635176e-26,1.11765122972804e-14,0.00128243387855894
480,3.77407805138811e-09,5.37567039685326e-26,1.11749544108303e-14,0.00127932592875255
481,3.76926758845536e-09,5.35514099904641e-26,1.11734024109967e-14,0.00127623280116513
482,3.76447483079563e-09,5.33473920651417e-26,1.11718562614938e-14,0.00127315439075715
483,3.75969967160843e-09,5.31446392493909e-26,1.11703159263446e-14,0.00127009059347452
484,3.75494200498559e-09,5.29431407194296e-26,1.11687813698781e-14,0.0012670413062378
485,3.75020172590177e-09,5.27428857692891e-26,1.11672525567254e-14,0.00126400642692983
486,3.74547873020508e-09,5.25438638092596e-26,1.11657294518168e-14,0.00126098585438599
487,3.74077291460781e-09,5.23460643643604e-26,1.11642120203783e-14,0.00125797948838159
488,3.73608417667728e-09,5.21494770728326e-26,1.11627002279288e-14,0.00125498722962233
489,3.73141241482683e-09,5.19540916846564e-26,1.11611940402766e-14,0.00125200897973254
490,3.72675752830688e-09,5.175989806009e-26,1.11596934235164e-14,0.00124904464124543
491,3.72211941719614e-09,5.15668861682318e-26,1.11581983440264e-14,0.00124609411759183
492,3.71749798239292e-09,5.13750460856038e-26,1.11567087684652e-14,0.00124315731309086
493,3.71289312560659e-09,5.11843679947574e-26,1.11552246637685e-14,0.00124023413293917
494,3.70830474934905e-09,5.09948421829001e-26,1.11537459971469e-14,0.00123732448320089
495,3.70373275692642e-09,5.08064590405428e-26,1.11522727360821e-14,0.00123442827079799
496,3.69917705243077e-09,5.06192090601683e-26,1.11508048483249e-14,0.00123154540350038
497,3.69463754073195e-09,5.04330828349189e-26,1.11493423018917e-14,0.00122867578991664
498,3.6901141274696e-09,5.02480710573054e-26,1.11478850650621e-14,0.00122581933948408
499,3.68560671904512e-09,5.00641645179339e-26,1.11464331063759e-14,0.00122297596245962
500,3.68111522261392e-09,4.98813541042525e-26,1.11449863946307e-14,0.00122014556991069
501,3.67663954607758e-09,4.9699630799317e-26,1.11435448988786e-14,0.00121732807370593
502,3.67217959807627e-09,4.95189856805749e-26,1.11421085884245e-14,0.00121452338650635
503,3.66773528798114e-09,4.9339409918667e-26,1.11406774328224e-14,0.00121173142175608
504,3.6633065258869e-09,4.91608947762477e-26,1.11392514018739e-14,0.00120895209367456
505,3.65889322260442e-09,4.89834316068226e-26,1.11378304656246e-14,0.00120618531724664
506,3.65449528965347e-09,4.88070118536025e-26,1.11364145943623e-14,0.00120343100821547
507,3.65011263925553e-09,4.86316270483761e-26,1.11350037586144e-14,0.00120068908307264
508,3.64574518432668e-09,4.84572688103973e-26,1.11335979291451e-14,0.00119795945905123
509,3.64139283847058e-09,4.82839288452905e-26,1.11321970769534e-14,0.00119524205411686
510,3.63705551597157e-09,4.81115989439712e-26,1.11308011732702e-14,0.00119253678695968
511,3.6327331317878e-09,4.79402709815826e-26,1.11294101895567e-14,0.00118984357698675
512,3.6284256015445e-09,4.77699369164479e-26,1.11280240975012e-14,0.00118716234431378
513,3.62413284152728e-09,4.76005887890377e-26,1.11266428690173e-14,0.00118449300975794
514,3.61985476867553e-09,4.74322187209525e-26,1.11252664762416e-14,0.00118183549482933
515,3.61559130057594e-09,4.72648189139201e-26,1.11238948915312e-14,0.00117918972172438
516,3.61134235545601e-09,4.70983816488075e-26,1.11225280874617e-14,0.00117655561331784
517,3.60710785217776e-09,4.6932899284647e-26,1.11211660368251e-14,0.00117393309315532
518,3.60288771023138e-09,4.67683642576765e-26,1.1119808712627e-14,0.00117132208544677
519,3.59868184972907e-09,4.66047690803935e-26,1.11184560880854e-14,0.0011687225150582
520,3.59449019139889e-09,4.6442106340623e-26,1.11171081366279e-14,0.0011661343075056
521,3.5903126565787e-09,4.62803687005983e-26,1.11157648318896e-14,0.00116355738894749
522,3.58614916721017e-09,4.61195488960555e-26,1.11144261477115e-14,0.00116099168617798
523,3.5819996458329e-09,4.59596397353403e-26,1.11130920581381e-14,0.00115843712662021
524,3.57786401557852e-09,4.58006340985286e-26,1.11117625374155e-14,0.00115589363831956
525,3.57374220016496e-09,4.5642524936558e-26,1.11104375599892e-14,0.00115336114993653
526,3.56963412389072e-09,4.54853052703734e-26,1.11091171005026e-14,0.00115083959074131
527,3.56553971162926e-09,4.53289681900833e-26,1.11078011337944e-14,0.00114832889060611
528,3.56145888882337e-09,4.5173506854129e-26,1.11064896348973e-14,0.00114582897999941
529,3.55739158147972e-09,4.50189144884648e-26,1.11051825790359e-14,0.00114333978997967
530,3.55333771616341e-09,4.48651843857503e-26,1.11038799416244e-14,0.00114086125218876
531,3.54929721999256e-09,4.47123099045537e-26,1.11025816982653e-14,0.00113839329884639
532,3.54527002063301e-09,4.45602844685664e-26,1.11012878247475e-14,0.00113593586274323
533,3.54125604629309e-09,4.44091015658286e-26,1.10999982970442e-14,0.00113348887723567
534,3.53725522571841e-09,4.42587547479656e-26,1.10987130913111e-14,0.00113105227623954
535,3.53326748818669e-09,4.4109237629435e-26,1.10974321838852e-14,0.00112862599422449
536,3.52929276350277e-09,4.39605438867841e-26,1.10961555512824e-14,0.00112620996620774
537,3.52533098199352e-09,4.38126672579176e-26,1.10948831701959e-14,0.001123804127749
538,3.52138207450294e-09,4.36656015413757e-26,1.10936150174948e-14,0.00112140841494436
539,3.51744597238722e-09,4.35193405956221e-26,1.10923510702222e-14,0.00111902276442114
540,3.51352260750992e-09,4.33738783383414e-26,1.10910913055934e-14,0.00111664711333203
541,3.50961191223717e-09,4.32292087457467e-26,1.10898357009947e-14,0.00111428139934989
542,3.50571381943298e-09,4.30853258518966e-26,1.10885842339812e-14,0.00111192556066222
543,3.50182826245449e-09,4.29422237480214e-26,1.10873368822755e-14,0.00110957953596633
544,3.49795517514741e-09,4.27998965818585e-26,1.10860936237662e-14,0.0011072432644633
545,3.49409449184143e-09,4.26583385569972e-26,1.10848544365062e-14,0.00110491668585357
546,3.49024614734567e-09,4.25175439322317e-26,1.10836192987109e-14,0.00110259974033169
547,3.48641007694427e-09,4.23775070209241e-26,1.10823881887571e-14,0.00110029236858093
548,3.48258621639191e-09,4.22382221903746e-26,1.10811610851814e-14,0.00109799451176872
549,3.47877450190949e-09,4.20996838612013e-26,1.10799379666783e-14,0.00109570611154129
550,3.4749748701798e-09,4.19618865067283e-26,1.10787188120991e-14,0.00109342711001949
551,3.47118725834323e-09,4.18248246523811e-26,1.10775036004504e-14,0.00109115744979342
552,3.46741160399357e-09,4.16884928750913e-26,1.10762923108926e-14,0.0010888970739177
553,3.46364784517384e-09,4.15528858027088e-26,1.10750849227383e-14,0.00108664592590722
554,3.45989592037212e-09,4.14179981134217e-26,1.10738814154511e-14,0.00108440394973223
555,3.45615576851754e-09,4.12838245351842e-26,1.1072681768644e-14,0.00108217108981361
556,3.45242732897618e-09,4.11503598451521e-26,1.10714859620784e-14,0.00107994729101873
557,3.44871054154709e-09,4.10175988691258e-26,1.10702939756623e-14,0.00107773249865688
558,3.44500534645839e-09,4.08855364810008e-26,1.10691057894489e-14,0.0010755266584746
559,3.4413116843633e-09,4.07541676022251e-26,1.10679213836358e-14,0.00107332971665157
560,3.43762949633633e-09,4.06234872012646e-26,1.10667407385631e-14,0.00107114161979651
561,3.43395872386945e-09,4.04934902930743e-26,1.10655638347126e-14,0.00106896231494247
562,3.43029930886829e-09,4.03641719385781e-26,1.10643906527058e-14,0.00106679174954277
563,3.42665119364843e-09,4.02355272441539e-26,1.10632211733033e-14,0.00106462987146719
